PRODUCT_CODE,TELE_PART,DESCRIPTION,LONG_DESCRIPTION,DOMESTIC_IMPORT_IND,UM,QTY_BREAK_1,PRICE_BREAK_1,PRICE_BREAK_3,WGHT_PER_UM,BLUE_DEVIL_ITEM_NO,BLUE_DEVIL_PRICE,DATE_ADDED,"LIVE ITEM","IN STOCK","Product Size","Pieces Per LB","Sort Size","Product Field","Product Category","Item Description","Product Subcategory","Our Weight","Our Quantity","Our Price","5 Price"
05NCUP,547550,"4-40X7/16-5/16 HEX COUPLING NUT ZINC","4-40X7/16-5/16  Hex Rod Coupling Nut 5/16 inch Across Flats Zinc",I,M,2.5,110.73,100.67,8.867,," "," 09/11/2014",Y,Y,4-40X7/16-5/16,0,4007,NUTS,NUTS,"HEX COUPLING NUT","Hex Rod Coupling Nut 5 16 inch Across Flats Zinc",22.17,2500.00000,396.970000,364.430000
